"SDG_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BEN","Benin","2006","2006",54.86694,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BEN","Benin","2012","2012",63.94092,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BEN","Benin","2018","2018",69.76118,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SSD","South Sudan","2008","2008",44.07936,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SSD","South Sudan","2018","2018",48.42514,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","POL","Poland","2008","2008",99.79683,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","VUT","Vanuatu","2004","2004",91.8,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","VUT","Vanuatu","2014","2014",95.3,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","VUT","Vanuatu","2018","2018",96.28212,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","NGA","Nigeria","2003","2003",68.99378,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","NGA","Nigeria","2006","2006",78.69443,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","NGA","Nigeria","2008","2008",66.38354,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","NGA","Nigeria","2018","2018",75.02875,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SGP","Singapore","2000","2000",99.40999,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SGP","Singapore","2010","2010",99.73789,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SGP","Singapore","2011","2011",99.89365,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SGP","Singapore","2012","2012",99.89687,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SGP","Singapore","2013","2013",99.89628,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SGP","Singapore","2014","2014",99.89716,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SGP","Singapore","2015","2015",99.73515,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SGP","Singapore","2016","2016",99.91319,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SGP","Singapore","2017","2017",99.92116,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SGP","Singapore","2018","2018",99.91742,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","GRC","Greece","2001","2001",98.89446,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","GRC","Greece","2005","2005",99.53356,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","GRC","Greece","2007","2007",99.44521,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","GRC","Greece","2009","2009",99.51223,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","GRC","Greece","2011","2011",98.72913,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","GRC","Greece","2018","2018",99.26,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","KHM","Cambodia","2004","2004",83.38286,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","KHM","Cambodia","2008","2008",87.47138,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","KHM","Cambodia","2009","2009",87.12393,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","KHM","Cambodia","2014","2014",90.14187,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","KHM","Cambodia","2015","2015",92.21236,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SEN","Senegal","2002","2002",40.96837,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SEN","Senegal","2006","2006",44.54016,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SEN","Senegal","2009","2009",54.61546,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SEN","Senegal","2011","2011",58.74371,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SEN","Senegal","2013","2013",51.15308,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SEN","Senegal","2017","2017",63.50271,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","RWA","Rwanda","2000","2000",77.62033,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","RWA","Rwanda","2010","2010",77.34463,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","RWA","Rwanda","2012","2012",82.33075,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","RWA","Rwanda","2014","2014",85.06624,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","RWA","Rwanda","2018","2018",86.49277,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","HND","Honduras","2001","2001",86.89099,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","HND","Honduras","2007","2007",92.69526,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","HND","Honduras","2010","2010",94.44801,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","HND","Honduras","2011","2011",94.93154,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","HND","Honduras","2012","2012",94.00283,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","HND","Honduras","2013","2013",93.85074,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","HND","Honduras","2014","2014",95.04737,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","HND","Honduras","2015","2015",94.99325,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","HND","Honduras","2016","2016",94.94519,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","HND","Honduras","2018","2018",94.89199,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ERI","Eritrea","2002","2002",69.4834,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ERI","Eritrea","2008","2008",82.57652,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ERI","Eritrea","2018","2018",92.71403,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BGD","Bangladesh","2001","2001",63.62273,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BGD","Bangladesh","2007","2007",61.87281,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BGD","Bangladesh","2011","2011",77.98499,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BGD","Bangladesh","2012","2012",77.83291,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BGD","Bangladesh","2013","2013",85.52715,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BGD","Bangladesh","2014","2014",85.55473,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BGD","Bangladesh","2015","2015",87.88877,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BGD","Bangladesh","2016","2016",92.24265,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BGD","Bangladesh","2017","2017",92.95076,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BGD","Bangladesh","2018","2018",93.29644,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BGD","Bangladesh","2019","2019",94.86243,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","EGY","Egypt","2005","2005",78.77518,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","EGY","Egypt","2006","2006",81.75145,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","EGY","Egypt","2010","2010",84.30693,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","EGY","Egypt","2012","2012",86.05159,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","EGY","Egypt","2013","2013",90.3254,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","EGY","Egypt","2017","2017",86.81055,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TZA","United Republic of Tanzania","2002","2002",76.20202,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TZA","United Republic of Tanzania","2010","2010",72.771,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TZA","United Republic of Tanzania","2012","2012",84.84802,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TZA","United Republic of Tanzania","2015","2015",84.6408,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","CHN","China","2000","2000",99.19846,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","CHN","China","2010","2010",99.68962,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","CHN","China","2018","2018",99.78379,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","IDN","Indonesia","2004","2004",98.86708,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","IDN","Indonesia","2006","2006",97.02747,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","IDN","Indonesia","2008","2008",99.53748,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","IDN","Indonesia","2009","2009",99.55003,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","IDN","Indonesia","2011","2011",98.80384,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","IDN","Indonesia","2014","2014",99.68156,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","IDN","Indonesia","2015","2015",99.70176,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","IDN","Indonesia","2016","2016",99.68345,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","IDN","Indonesia","2018","2018",99.71748,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BOL","Bolivia (Plurinational State of)","2001","2001",98.54929,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BOL","Bolivia (Plurinational State of)","2007","2007",99.75361,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BOL","Bolivia (Plurinational State of)","2008","2008",99.39023,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BOL","Bolivia (Plurinational State of)","2009","2009",99.69364,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BOL","Bolivia (Plurinational State of)","2011","2011",99.24663,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BOL","Bolivia (Plurinational State of)","2012","2012",99.16245,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BOL","Bolivia (Plurinational State of)","2015","2015",99.39402,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","JOR","Jordan","2003","2003",99.13259,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","JOR","Jordan","2005","2005",98.97539,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","JOR","Jordan","2007","2007",98.94934,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","JOR","Jordan","2010","2010",98.76235,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","JOR","Jordan","2011","2011",99.14868,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","JOR","Jordan","2012","2012",99.10572,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","JOR","Jordan","2018","2018",99.34374,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","TUN","Tunisia","2004","2004",94.33898,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","TUN","Tunisia","2007","2007",96.29969,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","TUN","Tunisia","2008","2008",96.8185,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","TUN","Tunisia","2010","2010",97.17172,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","TUN","Tunisia","2011","2011",97.30444,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","TUN","Tunisia","2012","2012",96.865,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","TUN","Tunisia","2014","2014",96.2091,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SUR","Suriname","2004","2004",94.13904,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SUR","Suriname","2008","2008",99.45978,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SUR","Suriname","2010","2010",98.80215,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SUR","Suriname","2012","2012",97.25966,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SUR","Suriname","2018","2018",98.39996,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","STP","Sao Tome and Principe","2001","2001",95.97399,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","STP","Sao Tome and Principe","2008","2008",83.05633,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","STP","Sao Tome and Principe","2012","2012",97.12077,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","STP","Sao Tome and Principe","2018","2018",97.71246,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","UGA","Uganda","2002","2002",76.1791,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","UGA","Uganda","2006","2006",81.12965,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","UGA","Uganda","2010","2010",85.47146,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","UGA","Uganda","2012","2012",81.6542,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","UGA","Uganda","2018","2018",89.95064,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SLV","El Salvador","2006","2006",94.39687,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SLV","El Salvador","2007","2007",93.21922,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SLV","El Salvador","2008","2008",95.40501,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SLV","El Salvador","2009","2009",94.70805,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SLV","El Salvador","2010","2010",95.66904,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SLV","El Salvador","2011","2011",96.15056,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SLV","El Salvador","2013","2013",96.94699,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SLV","El Salvador","2015","2015",97.46197,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SLV","El Salvador","2016","2016",97.7232,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SLV","El Salvador","2017","2017",97.7997,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SLV","El Salvador","2018","2018",97.72745,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","CYP","Cyprus","2001","2001",99.77493,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","CYP","Cyprus","2011","2011",99.82099,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","GRD","Grenada","2004","2004",98.95,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","GRD","Grenada","2014","2014",98.95,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","NIC","Nicaragua","2001","2001",88.81788,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","NIC","Nicaragua","2005","2005",88.84248,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","NIC","Nicaragua","2015","2015",93.60194,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MUS","Mauritius","2000","2000",95.3619,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MUS","Mauritius","2011","2011",98.57592,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MUS","Mauritius","2018","2018",99.35342,"+","National Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","GEO","Georgia","2002","2002",99.86236,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","GEO","Georgia","2014","2014",99.72914,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","GEO","Georgia","2017","2017",99.49365,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SYR","Syrian Arab Republic","2002","2002",92.96355,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SYR","Syrian Arab Republic","2004","2004",90.21858,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","KWT","Kuwait","2005","2005",99.78759,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","KWT","Kuwait","2006","2006",98.49927,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","KWT","Kuwait","2007","2007",98.50779,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","KWT","Kuwait","2008","2008",98.73937,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","KWT","Kuwait","2010","2010",98.71821,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","KWT","Kuwait","2012","2012",98.83531,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","KWT","Kuwait","2013","2013",99.04067,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","KWT","Kuwait","2015","2015",99.40085,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","KWT","Kuwait","2017","2017",99.49922,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","KWT","Kuwait","2018","2018",99.50355,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BHR","Bahrain","2001","2001",96.82708,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BHR","Bahrain","2010","2010",95.68429,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BHR","Bahrain","2016","2016",99.95573,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BHR","Bahrain","2017","2017",99.9896,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BHR","Bahrain","2018","2018",99.97614,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","EST","Estonia","2000","2000",99.7291,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","EST","Estonia","2011","2011",99.93924,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MDV","Maldives","2000","2000",98.29864,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MDV","Maldives","2006","2006",99.36065,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MDV","Maldives","2014","2014",99.43955,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MDV","Maldives","2016","2016",99.08863,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ZAF","South Africa","2007","2007",98.09211,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ZAF","South Africa","2009","2009",98.8174,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ZAF","South Africa","2010","2010",98.90137,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ZAF","South Africa","2011","2011",99.15214,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ZAF","South Africa","2012","2012",99.27071,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ZAF","South Africa","2014","2014",99.08437,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ZAF","South Africa","2015","2015",99.22904,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ZAF","South Africa","2017","2017",96.87589,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","PAN","Panama","2000","2000",96.53054,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","PAN","Panama","2010","2010",97.93447,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","PAN","Panama","2018","2018",99.3122,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BOL","Bolivia (Plurinational State of)","2001","2001",97.32378,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BOL","Bolivia (Plurinational State of)","2007","2007",99.44136,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BOL","Bolivia (Plurinational State of)","2008","2008",99.1225,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BOL","Bolivia (Plurinational State of)","2009","2009",99.38397,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BOL","Bolivia (Plurinational State of)","2011","2011",99.00752,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BOL","Bolivia (Plurinational State of)","2012","2012",98.99588,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BOL","Bolivia (Plurinational State of)","2015","2015",99.39917,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MHL","Marshall Islands","2011","2011",98.7567,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","GTM","Guatemala","2002","2002",86.37878,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","GTM","Guatemala","2012","2012",95.46641,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","GTM","Guatemala","2013","2013",94.18228,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","GTM","Guatemala","2014","2014",95.48186,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","CMR","Cameroon","2000","2000",77.96249,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","CMR","Cameroon","2007","2007",77.48205,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","CMR","Cameroon","2010","2010",76.42093,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","CMR","Cameroon","2018","2018",82.41,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","AGO","Angola","2001","2001",72.19449,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","AGO","Angola","2014","2014",77.43113,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PER","Peru","2004","2004",96.75563,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PER","Peru","2005","2005",97.12376,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PER","Peru","2006","2006",97.75713,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PER","Peru","2007","2007",97.35622,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PER","Peru","2012","2012",98.69816,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PER","Peru","2014","2014",98.97753,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PER","Peru","2015","2015",99.00954,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PER","Peru","2016","2016",98.88349,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PER","Peru","2017","2017",99.05748,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PER","Peru","2018","2018",99.02376,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PRT","Portugal","2001","2001",99.04859,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PRT","Portugal","2011","2011",99.47964,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PRT","Portugal","2018","2018",99.70156,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","CPV","Cabo Verde","2000","2000",95.11,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","CPV","Cabo Verde","2012","2012",97.87189,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","CPV","Cabo Verde","2015","2015",97.58501,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","OMN","Oman","2003","2003",97.86509,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","OMN","Oman","2008","2008",97.63412,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","OMN","Oman","2010","2010",97.40565,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","OMN","Oman","2014","2014",99.1306,"+","National Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","OMN","Oman","2015","2015",99.43405,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","OMN","Oman","2016","2016",98.51479,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","OMN","Oman","2017","2017",98.46439,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","OMN","Oman","2018","2018",98.35663,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BLR","Belarus","2009","2009",99.80033,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BLR","Belarus","2018","2018",99.83,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MKD","North Macedonia","2002","2002",98.7427,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MKD","North Macedonia","2014","2014",98.6,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","HRV","Croatia","2001","2001",99.65321,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","HRV","Croatia","2011","2011",99.73572,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ROU","Romania","2002","2002",97.77952,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ROU","Romania","2011","2011",98.97622,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ROU","Romania","2018","2018",99.43968,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","COG","Congo","2005","2005",78.56835,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","COG","Congo","2011","2011",80.91395,"‡","UIS Estimation"
