ref_area.label,indicator.label,source.label,sex.label,time,obs_value,obs_status.label,note_indicator.label,note_source.label
Ireland,"Share of youth not in employment, education or training (NEET) by sex (%)",IRL - LFS - EU Labour Force Survey,Sex: Female,2004,11.56,,,Repository: Eurostat special tabulation
Ireland,"Share of youth not in employment, education or training (NEET) by sex (%)",IRL - LFS - EU Labour Force Survey,Sex: Total,2005,15.13,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Ireland,"Share of youth not in employment, education or training (NEET) by sex (%)",IRL - LFS - EU Labour Force Survey,Sex: Male,2005,13.81,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Ireland,"Share of youth not in employment, education or training (NEET) by sex (%)",IRL - LFS - EU Labour Force Survey,Sex: Female,2005,16.48,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Ireland,"Share of youth not in employment, education or training (NEET) by sex (%)",IRL - LFS - EU Labour Force Survey,Sex: Total,2006,14.43,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Ireland,"Share of youth not in employment, education or training (NEET) by sex (%)",IRL - LFS - EU Labour Force Survey,Sex: Male,2006,12.93,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Ireland,"Share of youth not in employment, education or training (NEET) by sex (%)",IRL - LFS - EU Labour Force Survey,Sex: Female,2006,15.97,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Ireland,"Share of youth not in employment, education or training (NEET) by sex (%)",IRL - LFS - EU Labour Force Survey,Sex: Total,2007,10.06,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Ireland,"Share of youth not in employment, education or training (NEET) by sex (%)",IRL - LFS - EU Labour Force Survey,Sex: Male,2007,9.81,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Ireland,"Share of youth not in employment, education or training (NEET) by sex (%)",IRL - LFS - EU Labour Force Survey,Sex: Female,2007,10.31,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Ireland,"Share of youth not in employment, education or training (NEET) by sex (%)",IRL - LFS - EU Labour Force Survey,Sex: Total,2008,12.52,,,Repository: Eurostat special tabulation
Ireland,"Share of youth not in employment, education or training (NEET) by sex (%)",IRL - LFS - EU Labour Force Survey,Sex: Male,2008,13.61,,,Repository: Eurostat special tabulation
Ireland,"Share of youth not in employment, education or training (NEET) by sex (%)",IRL - LFS - EU Labour Force Survey,Sex: Female,2008,11.42,,,Repository: Eurostat special tabulation
Ireland,"Share of youth not in employment, education or training (NEET) by sex (%)",IRL - LFS - EU Labour Force Survey,Sex: Total,2009,18.29,,,Repository: Eurostat special tabulation
Ireland,"Share of youth not in employment, education or training (NEET) by sex (%)",IRL - LFS - EU Labour Force Survey,Sex: Male,2009,21.54,,,Repository: Eurostat special tabulation
Ireland,"Share of youth not in employment, education or training (NEET) by sex (%)",IRL - LFS - EU Labour Force Survey,Sex: Female,2009,15.05,,,Repository: Eurostat special tabulation
Ireland,"Share of youth not in employment, education or training (NEET) by sex (%)",IRL - LFS - EU Labour Force Survey,Sex: Total,2010,19.43,,,Repository: Eurostat special tabulation
Ireland,"Share of youth not in employment, education or training (NEET) by sex (%)",IRL - LFS - EU Labour Force Survey,Sex: Male,2010,22.16,,,Repository: Eurostat special tabulation
Ireland,"Share of youth not in employment, education or training (NEET) by sex (%)",IRL - LFS - EU Labour Force Survey,Sex: Female,2010,16.67,,,Repository: Eurostat special tabulation
Ireland,"Share of youth not in employment, education or training (NEET) by sex (%)",IRL - LFS - EU Labour Force Survey,Sex: Total,2011,19.14,,,Repository: Eurostat special tabulation
Ireland,"Share of youth not in employment, education or training (NEET) by sex (%)",IRL - LFS - EU Labour Force Survey,Sex: Male,2011,21.68,,,Repository: Eurostat special tabulation
Ireland,"Share of youth not in employment, education or training (NEET) by sex (%)",IRL - LFS - EU Labour Force Survey,Sex: Female,2011,16.55,,,Repository: Eurostat special tabulation
Ireland,"Share of youth not in employment, education or training (NEET) by sex (%)",IRL - LFS - EU Labour Force Survey,Sex: Total,2012,19.18,,,Repository: Eurostat special tabulation
Ireland,"Share of youth not in employment, education or training (NEET) by sex (%)",IRL - LFS - EU Labour Force Survey,Sex: Male,2012,21.85,,,Repository: Eurostat special tabulation
Ireland,"Share of youth not in employment, education or training (NEET) by sex (%)",IRL - LFS - EU Labour Force Survey,Sex: Female,2012,16.44,,,Repository: Eurostat special tabulation
Ireland,"Share of youth not in employment, education or training (NEET) by sex (%)",IRL - LFS - EU Labour Force Survey,Sex: Total,2013,16.42,,,Repository: Eurostat special tabulation
Ireland,"Share of youth not in employment, education or training (NEET) by sex (%)",IRL - LFS - EU Labour Force Survey,Sex: Male,2013,17.66,,,Repository: Eurostat special tabulation
Ireland,"Share of youth not in employment, education or training (NEET) by sex (%)",IRL - LFS - EU Labour Force Survey,Sex: Female,2013,15.14,,,Repository: Eurostat special tabulation
Ireland,"Share of youth not in employment, education or training (NEET) by sex (%)",IRL - LFS - EU Labour Force Survey,Sex: Total,2014,15.24,,,Repository: Eurostat special tabulation
Ireland,"Share of youth not in employment, education or training (NEET) by sex (%)",IRL - LFS - EU Labour Force Survey,Sex: Male,2014,15.75,,,Repository: Eurostat special tabulation
Ireland,"Share of youth not in employment, education or training (NEET) by sex (%)",IRL - LFS - EU Labour Force Survey,Sex: Female,2014,14.71,,,Repository: Eurostat special tabulation
Ireland,"Share of youth not in employment, education or training (NEET) by sex (%)",IRL - LFS - EU Labour Force Survey,Sex: Total,2015,14.25,,,Repository: Eurostat special tabulation
Ireland,"Share of youth not in employment, education or training (NEET) by sex (%)",IRL - LFS - EU Labour Force Survey,Sex: Male,2015,15.57,,,Repository: Eurostat special tabulation
Ireland,"Share of youth not in employment, education or training (NEET) by sex (%)",IRL - LFS - EU Labour Force Survey,Sex: Female,2015,12.87,,,Repository: Eurostat special tabulation
Ireland,"Share of youth not in employment, education or training (NEET) by sex (%)",IRL - LFS - EU Labour Force Survey,Sex: Total,2016,12.57,,,Repository: Eurostat special tabulation
Ireland,"Share of youth not in employment, education or training (NEET) by sex (%)",IRL - LFS - EU Labour Force Survey,Sex: Male,2016,13.5,,,Repository: Eurostat special tabulation
Ireland,"Share of youth not in employment, education or training (NEET) by sex (%)",IRL - LFS - EU Labour Force Survey,Sex: Female,2016,11.6,,,Repository: Eurostat special tabulation
Ireland,"Share of youth not in employment, education or training (NEET) by sex (%)",IRL - LFS - EU Labour Force Survey,Sex: Total,2017,10.93,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Ireland,"Share of youth not in employment, education or training (NEET) by sex (%)",IRL - LFS - EU Labour Force Survey,Sex: Male,2017,11.36,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Ireland,"Share of youth not in employment, education or training (NEET) by sex (%)",IRL - LFS - EU Labour Force Survey,Sex: Female,2017,10.49,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Ireland,"Share of youth not in employment, education or training (NEET) by sex (%)",IRL - LFS - EU Labour Force Survey,Sex: Total,2018,10.07,,,Repository: Eurostat special tabulation
Ireland,"Share of youth not in employment, education or training (NEET) by sex (%)",IRL - LFS - EU Labour Force Survey,Sex: Male,2018,10.24,,,Repository: Eurostat special tabulation
Ireland,"Share of youth not in employment, education or training (NEET) by sex (%)",IRL - LFS - EU Labour Force Survey,Sex: Female,2018,9.89,,,Repository: Eurostat special tabulation
Ireland,"Share of youth not in employment, education or training (NEET) by sex (%)",IRL - LFS - EU Labour Force Survey,Sex: Total,2019,10.09,,,Repository: Eurostat special tabulation
Ireland,"Share of youth not in employment, education or training (NEET) by sex (%)",IRL - LFS - EU Labour Force Survey,Sex: Male,2019,10.29,,,Repository: Eurostat special tabulation
Ireland,"Share of youth not in employment, education or training (NEET) by sex (%)",IRL - LFS - EU Labour Force Survey,Sex: Female,2019,9.89,,,Repository: Eurostat special tabulation
"Iran, Islamic Republic of","Share of youth not in employment, education or training (NEET) by sex (%)",IRN - LFS - Labour Force Survey,Sex: Total,2009,34.73,,,Population coverage: Excluding institutional population
"Iran, Islamic Republic of","Share of youth not in employment, education or training (NEET) by sex (%)",IRN - LFS - Labour Force Survey,Sex: Male,2009,22.01,,,Population coverage: Excluding institutional population
"Iran, Islamic Republic of","Share of youth not in employment, education or training (NEET) by sex (%)",IRN - LFS - Labour Force Survey,Sex: Female,2009,47.9,,,Population coverage: Excluding institutional population
"Iran, Islamic Republic of","Share of youth not in employment, education or training (NEET) by sex (%)",IRN - LFS - Labour Force Survey,Sex: Total,2010,34.35,,,Population coverage: Excluding institutional population
"Iran, Islamic Republic of","Share of youth not in employment, education or training (NEET) by sex (%)",IRN - LFS - Labour Force Survey,Sex: Male,2010,21.96,,,Population coverage: Excluding institutional population
"Iran, Islamic Republic of","Share of youth not in employment, education or training (NEET) by sex (%)",IRN - LFS - Labour Force Survey,Sex: Female,2010,47.56,,,Population coverage: Excluding institutional population
"Iran, Islamic Republic of","Share of youth not in employment, education or training (NEET) by sex (%)",IRN - LFS - Labour Force Survey,Sex: Total,2017,32.26,,,Repository: ILO-STATISTICS - Micro data processing
"Iran, Islamic Republic of","Share of youth not in employment, education or training (NEET) by sex (%)",IRN - LFS - Labour Force Survey,Sex: Male,2017,19.33,,,Repository: ILO-STATISTICS - Micro data processing
"Iran, Islamic Republic of","Share of youth not in employment, education or training (NEET) by sex (%)",IRN - LFS - Labour Force Survey,Sex: Female,2017,45.97,,,Repository: ILO-STATISTICS - Micro data processing
"Iran, Islamic Republic of","Share of youth not in employment, education or training (NEET) by sex (%)",IRN - LFS - Labour Force Survey,Sex: Total,2018,32.09,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
"Iran, Islamic Republic of","Share of youth not in employment, education or training (NEET) by sex (%)",IRN - LFS - Labour Force Survey,Sex: Male,2018,19.06,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
"Iran, Islamic Republic of","Share of youth not in employment, education or training (NEET) by sex (%)",IRN - LFS - Labour Force Survey,Sex: Female,2018,45.68,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
"Iran, Islamic Republic of","Share of youth not in employment, education or training (NEET) by sex (%)",IRN - LFS - Labour Force Survey,Sex: Total,2019,30.4,,,Repository: ILO-STATISTICS - Micro data processing
"Iran, Islamic Republic of","Share of youth not in employment, education or training (NEET) by sex (%)",IRN - LFS - Labour Force Survey,Sex: Male,2019,18,,,Repository: ILO-STATISTICS - Micro data processing
"Iran, Islamic Republic of","Share of youth not in employment, education or training (NEET) by sex (%)",IRN - LFS - Labour Force Survey,Sex: Female,2019,43.62,,,Repository: ILO-STATISTICS - Micro data processing
Iraq,"Share of youth not in employment, education or training (NEET) by sex (%)",IRQ - HIES - Household Socio-Economic Survey,Sex: Total,2007,46.18,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Iraq,"Share of youth not in employment, education or training (NEET) by sex (%)",IRQ - HIES - Household Socio-Economic Survey,Sex: Male,2007,21.59,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Iraq,"Share of youth not in employment, education or training (NEET) by sex (%)",IRQ - HIES - Household Socio-Economic Survey,Sex: Female,2007,70.47,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Iraq,"Share of youth not in employment, education or training (NEET) by sex (%)",IRQ - HIES - Household Socio-Economic Survey,Sex: Total,2012,40.64,,,Repository: ILO-STATISTICS - Micro data processing
Iraq,"Share of youth not in employment, education or training (NEET) by sex (%)",IRQ - HIES - Household Socio-Economic Survey,Sex: Male,2012,16.88,,,Repository: ILO-STATISTICS - Micro data processing
Iraq,"Share of youth not in employment, education or training (NEET) by sex (%)",IRQ - HIES - Household Socio-Economic Survey,Sex: Female,2012,65.49,,,Repository: ILO-STATISTICS - Micro data processing
Iceland,"Share of youth not in employment, education or training (NEET) by sex (%)",ISL - LFS - EU Labour Force Survey,Sex: Total,2003,4.48,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Iceland,"Share of youth not in employment, education or training (NEET) by sex (%)",ISL - LFS - EU Labour Force Survey,Sex: Female,2003,6.09,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Iceland,"Share of youth not in employment, education or training (NEET) by sex (%)",ISL - LFS - EU Labour Force Survey,Sex: Total,2004,6.93,,,Repository: Eurostat special tabulation
Iceland,"Share of youth not in employment, education or training (NEET) by sex (%)",ISL - LFS - EU Labour Force Survey,Sex: Male,2004,4.96,,,Repository: Eurostat special tabulation
Iceland,"Share of youth not in employment, education or training (NEET) by sex (%)",ISL - LFS - EU Labour Force Survey,Sex: Female,2004,8.99,,,Repository: Eurostat special tabulation
Iceland,"Share of youth not in employment, education or training (NEET) by sex (%)",ISL - LFS - EU Labour Force Survey,Sex: Total,2005,4.66,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Iceland,"Share of youth not in employment, education or training (NEET) by sex (%)",ISL - LFS - EU Labour Force Survey,Sex: Male,2005,4.35,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Iceland,"Share of youth not in employment, education or training (NEET) by sex (%)",ISL - LFS - EU Labour Force Survey,Sex: Female,2005,5,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Iceland,"Share of youth not in employment, education or training (NEET) by sex (%)",ISL - LFS - EU Labour Force Survey,Sex: Total,2006,4.8,,,Repository: Eurostat special tabulation
Iceland,"Share of youth not in employment, education or training (NEET) by sex (%)",ISL - LFS - EU Labour Force Survey,Sex: Male,2006,3.97,,,Repository: Eurostat special tabulation
Iceland,"Share of youth not in employment, education or training (NEET) by sex (%)",ISL - LFS - EU Labour Force Survey,Sex: Female,2006,5.7,,,Repository: Eurostat special tabulation
Iceland,"Share of youth not in employment, education or training (NEET) by sex (%)",ISL - LFS - EU Labour Force Survey,Sex: Total,2007,4.1,,,Repository: Eurostat special tabulation
Iceland,"Share of youth not in employment, education or training (NEET) by sex (%)",ISL - LFS - EU Labour Force Survey,Sex: Male,2007,3.28,,,Repository: Eurostat special tabulation
Iceland,"Share of youth not in employment, education or training (NEET) by sex (%)",ISL - LFS - EU Labour Force Survey,Sex: Female,2007,4.99,,,Repository: Eurostat special tabulation
Iceland,"Share of youth not in employment, education or training (NEET) by sex (%)",ISL - LFS - EU Labour Force Survey,Sex: Total,2008,4.32,,,Repository: Eurostat special tabulation
Iceland,"Share of youth not in employment, education or training (NEET) by sex (%)",ISL - LFS - EU Labour Force Survey,Sex: Male,2008,3.75,,,Repository: Eurostat special tabulation
Iceland,"Share of youth not in employment, education or training (NEET) by sex (%)",ISL - LFS - EU Labour Force Survey,Sex: Female,2008,4.95,,,Repository: Eurostat special tabulation
Iceland,"Share of youth not in employment, education or training (NEET) by sex (%)",ISL - LFS - EU Labour Force Survey,Sex: Total,2009,7.33,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Iceland,"Share of youth not in employment, education or training (NEET) by sex (%)",ISL - LFS - EU Labour Force Survey,Sex: Male,2009,8.8,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Iceland,"Share of youth not in employment, education or training (NEET) by sex (%)",ISL - LFS - EU Labour Force Survey,Sex: Female,2009,5.77,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Iceland,"Share of youth not in employment, education or training (NEET) by sex (%)",ISL - LFS - EU Labour Force Survey,Sex: Total,2010,7.35,,,Repository: Eurostat special tabulation
Iceland,"Share of youth not in employment, education or training (NEET) by sex (%)",ISL - LFS - EU Labour Force Survey,Sex: Male,2010,7.51,,,Repository: Eurostat special tabulation
Iceland,"Share of youth not in employment, education or training (NEET) by sex (%)",ISL - LFS - EU Labour Force Survey,Sex: Female,2010,7.17,,,Repository: Eurostat special tabulation
Iceland,"Share of youth not in employment, education or training (NEET) by sex (%)",ISL - LFS - EU Labour Force Survey,Sex: Total,2011,6.69,,,Repository: Eurostat special tabulation
Iceland,"Share of youth not in employment, education or training (NEET) by sex (%)",ISL - LFS - EU Labour Force Survey,Sex: Male,2011,7.59,,,Repository: Eurostat special tabulation
Iceland,"Share of youth not in employment, education or training (NEET) by sex (%)",ISL - LFS - EU Labour Force Survey,Sex: Female,2011,5.74,,,Repository: Eurostat special tabulation
Iceland,"Share of youth not in employment, education or training (NEET) by sex (%)",ISL - LFS - EU Labour Force Survey,Sex: Total,2012,5.89,,,Repository: Eurostat special tabulation
Iceland,"Share of youth not in employment, education or training (NEET) by sex (%)",ISL - LFS - EU Labour Force Survey,Sex: Male,2012,6.97,,,Repository: Eurostat special tabulation
Iceland,"Share of youth not in employment, education or training (NEET) by sex (%)",ISL - LFS - EU Labour Force Survey,Sex: Female,2012,4.71,,,Repository: Eurostat special tabulation
Iceland,"Share of youth not in employment, education or training (NEET) by sex (%)",ISL - LFS - EU Labour Force Survey,Sex: Total,2013,5.47,,,Repository: Eurostat special tabulation
Iceland,"Share of youth not in employment, education or training (NEET) by sex (%)",ISL - LFS - EU Labour Force Survey,Sex: Male,2013,6.77,,,Repository: Eurostat special tabulation
Iceland,"Share of youth not in employment, education or training (NEET) by sex (%)",ISL - LFS - EU Labour Force Survey,Sex: Female,2013,4.06,,,Repository: Eurostat special tabulation
Iceland,"Share of youth not in employment, education or training (NEET) by sex (%)",ISL - LFS - EU Labour Force Survey,Sex: Total,2014,5.72,,,Repository: Eurostat special tabulation
Iceland,"Share of youth not in employment, education or training (NEET) by sex (%)",ISL - LFS - EU Labour Force Survey,Sex: Male,2014,6.15,,,Repository: Eurostat special tabulation
Iceland,"Share of youth not in employment, education or training (NEET) by sex (%)",ISL - LFS - EU Labour Force Survey,Sex: Female,2014,5.28,,,Repository: Eurostat special tabulation
Iceland,"Share of youth not in employment, education or training (NEET) by sex (%)",ISL - LFS - EU Labour Force Survey,Sex: Total,2015,4.55,,,Repository: Eurostat special tabulation
Iceland,"Share of youth not in employment, education or training (NEET) by sex (%)",ISL - LFS - EU Labour Force Survey,Sex: Male,2015,5.87,,,Repository: Eurostat special tabulation
Iceland,"Share of youth not in employment, education or training (NEET) by sex (%)",ISL - LFS - EU Labour Force Survey,Sex: Female,2015,3.19,,,Repository: Eurostat special tabulation
Iceland,"Share of youth not in employment, education or training (NEET) by sex (%)",ISL - LFS - EU Labour Force Survey,Sex: Total,2016,4.12,,,Repository: Eurostat special tabulation
Iceland,"Share of youth not in employment, education or training (NEET) by sex (%)",ISL - LFS - EU Labour Force Survey,Sex: Male,2016,4.55,,,Repository: Eurostat special tabulation
Iceland,"Share of youth not in employment, education or training (NEET) by sex (%)",ISL - LFS - EU Labour Force Survey,Sex: Female,2016,3.65,,,Repository: Eurostat special tabulation
Iceland,"Share of youth not in employment, education or training (NEET) by sex (%)",ISL - LFS - EU Labour Force Survey,Sex: Total,2017,3.87,,,Repository: Eurostat special tabulation
Iceland,"Share of youth not in employment, education or training (NEET) by sex (%)",ISL - LFS - EU Labour Force Survey,Sex: Male,2017,3.9,,,Repository: Eurostat special tabulation
Iceland,"Share of youth not in employment, education or training (NEET) by sex (%)",ISL - LFS - EU Labour Force Survey,Sex: Female,2017,3.83,,,Repository: Eurostat special tabulation
Iceland,"Share of youth not in employment, education or training (NEET) by sex (%)",ISL - LFS - EU Labour Force Survey,Sex: Total,2018,4.87,,,Repository: Eurostat special tabulation
Iceland,"Share of youth not in employment, education or training (NEET) by sex (%)",ISL - LFS - EU Labour Force Survey,Sex: Male,2018,4.47,,,Repository: Eurostat special tabulation
Iceland,"Share of youth not in employment, education or training (NEET) by sex (%)",ISL - LFS - EU Labour Force Survey,Sex: Female,2018,5.32,,,Repository: Eurostat special tabulation
Iceland,"Share of youth not in employment, education or training (NEET) by sex (%)",ISL - LFS - EU Labour Force Survey,Sex: Total,2019,4.71,,,Repository: Eurostat special tabulation
Iceland,"Share of youth not in employment, education or training (NEET) by sex (%)",ISL - LFS - EU Labour Force Survey,Sex: Male,2019,5.98,,,Repository: Eurostat special tabulation
Iceland,"Share of youth not in employment, education or training (NEET) by sex (%)",ISL - LFS - EU Labour Force Survey,Sex: Female,2019,3.33,,,Repository: Eurostat special tabulation
Israel,"Share of youth not in employment, education or training (NEET) by sex (%)",ISR - LFS - Labour Force Survey,Sex: Total,2012,15.37,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+
Israel,"Share of youth not in employment, education or training (NEET) by sex (%)",ISR - LFS - Labour Force Survey,Sex: Male,2012,13.65,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+
Israel,"Share of youth not in employment, education or training (NEET) by sex (%)",ISR - LFS - Labour Force Survey,Sex: Female,2012,17.06,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+
Israel,"Share of youth not in employment, education or training (NEET) by sex (%)",ISR - LFS - Labour Force Survey,Sex: Total,2013,14.42,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+
Israel,"Share of youth not in employment, education or training (NEET) by sex (%)",ISR - LFS - Labour Force Survey,Sex: Male,2013,12.79,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+
Israel,"Share of youth not in employment, education or training (NEET) by sex (%)",ISR - LFS - Labour Force Survey,Sex: Female,2013,16.03,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+
Israel,"Share of youth not in employment, education or training (NEET) by sex (%)",ISR - LFS - Labour Force Survey,Sex: Total,2014,14.46,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+
Israel,"Share of youth not in employment, education or training (NEET) by sex (%)",ISR - LFS - Labour Force Survey,Sex: Male,2014,12.35,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+
Israel,"Share of youth not in employment, education or training (NEET) by sex (%)",ISR - LFS - Labour Force Survey,Sex: Female,2014,16.55,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+
Israel,"Share of youth not in employment, education or training (NEET) by sex (%)",ISR - LFS - Labour Force Survey,Sex: Total,2015,14.31,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+
Israel,"Share of youth not in employment, education or training (NEET) by sex (%)",ISR - LFS - Labour Force Survey,Sex: Male,2015,12.58,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+
Israel,"Share of youth not in employment, education or training (NEET) by sex (%)",ISR - LFS - Labour Force Survey,Sex: Female,2015,16.01,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+
Israel,"Share of youth not in employment, education or training (NEET) by sex (%)",ISR - LFS - Labour Force Survey,Sex: Total,2016,13.68,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+
Israel,"Share of youth not in employment, education or training (NEET) by sex (%)",ISR - LFS - Labour Force Survey,Sex: Male,2016,12.34,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+
Israel,"Share of youth not in employment, education or training (NEET) by sex (%)",ISR - LFS - Labour Force Survey,Sex: Female,2016,15,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+
Israel,"Share of youth not in employment, education or training (NEET) by sex (%)",ISR - LFS - Labour Force Survey,Sex: Total,2017,13.57,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+
Israel,"Share of youth not in employment, education or training (NEET) by sex (%)",ISR - LFS - Labour Force Survey,Sex: Male,2017,12.14,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+
Israel,"Share of youth not in employment, education or training (NEET) by sex (%)",ISR - LFS - Labour Force Survey,Sex: Female,2017,15.01,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+
Israel,"Share of youth not in employment, education or training (NEET) by sex (%)",ISR - LFS - Labour Force Survey,Sex: Total,2018,14.67,,,Employment definition: Excluding own-use production workers
Israel,"Share of youth not in employment, education or training (NEET) by sex (%)",ISR - LFS - Labour Force Survey,Sex: Male,2018,14.36,,,Employment definition: Excluding own-use production workers
Israel,"Share of youth not in employment, education or training (NEET) by sex (%)",ISR - LFS - Labour Force Survey,Sex: Female,2018,15,,,Employment definition: Excluding own-use production workers
Italy,"Share of youth not in employment, education or training (NEET) by sex (%)",ITA - LFS - EU Labour Force Survey,Sex: Total,2004,16.27,,Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised,Repository: Eurostat special tabulation
Italy,"Share of youth not in employment, education or training (NEET) by sex (%)",ITA - LFS - EU Labour Force Survey,Sex: Male,2004,13.86,,Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised,Repository: Eurostat special tabulation
Italy,"Share of youth not in employment, education or training (NEET) by sex (%)",ITA - LFS - EU Labour Force Survey,Sex: Female,2004,18.7,,Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised,Repository: Eurostat special tabulation
Italy,"Share of youth not in employment, education or training (NEET) by sex (%)",ITA - LFS - EU Labour Force Survey,Sex: Total,2005,17.05,,Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised,Repository: Eurostat special tabulation
Italy,"Share of youth not in employment, education or training (NEET) by sex (%)",ITA - LFS - EU Labour Force Survey,Sex: Male,2005,15.31,,Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised,Repository: Eurostat special tabulation
Italy,"Share of youth not in employment, education or training (NEET) by sex (%)",ITA - LFS - EU Labour Force Survey,Sex: Female,2005,18.83,,Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised,Repository: Eurostat special tabulation
Italy,"Share of youth not in employment, education or training (NEET) by sex (%)",ITA - LFS - EU Labour Force Survey,Sex: Total,2006,16.77,,Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised,Repository: Eurostat special tabulation
Italy,"Share of youth not in employment, education or training (NEET) by sex (%)",ITA - LFS - EU Labour Force Survey,Sex: Male,2006,15.36,,Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised,Repository: Eurostat special tabulation
Italy,"Share of youth not in employment, education or training (NEET) by sex (%)",ITA - LFS - EU Labour Force Survey,Sex: Female,2006,18.24,,Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised,Repository: Eurostat special tabulation
Italy,"Share of youth not in employment, education or training (NEET) by sex (%)",ITA - LFS - EU Labour Force Survey,Sex: Total,2007,16.14,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,"Share of youth not in employment, education or training (NEET) by sex (%)",ITA - LFS - EU Labour Force Survey,Sex: Male,2007,15.15,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,"Share of youth not in employment, education or training (NEET) by sex (%)",ITA - LFS - EU Labour Force Survey,Sex: Female,2007,17.17,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,"Share of youth not in employment, education or training (NEET) by sex (%)",ITA - LFS - EU Labour Force Survey,Sex: Total,2008,16.56,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,"Share of youth not in employment, education or training (NEET) by sex (%)",ITA - LFS - EU Labour Force Survey,Sex: Male,2008,15.18,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,"Share of youth not in employment, education or training (NEET) by sex (%)",ITA - LFS - EU Labour Force Survey,Sex: Female,2008,17.99,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,"Share of youth not in employment, education or training (NEET) by sex (%)",ITA - LFS - EU Labour Force Survey,Sex: Total,2009,17.55,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,"Share of youth not in employment, education or training (NEET) by sex (%)",ITA - LFS - EU Labour Force Survey,Sex: Male,2009,16.99,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
