"SDG_IND","Indicator","LOCATION2017","Country","TIME","Time","Value","Flag Codes","Flags"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","COG","Congo","2011","2011",85.68361,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","COG","Congo","2018","2018",85.34165,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","NPL","Nepal","2011","2011",84.75715,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","NPL","Nepal","2018","2018",92.39381,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","EGY","Egypt","2010","2010",84.30693,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","EGY","Egypt","2012","2012",86.05159,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","EGY","Egypt","2013","2013",90.3254,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","EGY","Egypt","2017","2017",86.81055,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MRT","Mauritania","2017","2017",63.94781,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","PHL","Philippines","2013","2013",97.42543,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","PHL","Philippines","2015","2015",98.90415,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","LVA","Latvia","2011","2011",99.87011,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","LVA","Latvia","2018","2018",99.86,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ZAF","South Africa","2010","2010",98.90137,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ZAF","South Africa","2011","2011",99.15214,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ZAF","South Africa","2012","2012",99.27071,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ZAF","South Africa","2014","2014",99.08437,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ZAF","South Africa","2015","2015",99.22904,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ZAF","South Africa","2017","2017",96.87589,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","TCD","Chad","2015","2015",51.8363,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","TCD","Chad","2016","2016",40.69289,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","TGO","Togo","2011","2011",79.88591,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","TGO","Togo","2015","2015",84.29011,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ARE","United Arab Emirates","2015","2015",99.64,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","JOR","Jordan","2010","2010",98.76235,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","JOR","Jordan","2011","2011",99.14868,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","JOR","Jordan","2012","2012",99.10572,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","JOR","Jordan","2018","2018",99.34374,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","CRI","Costa Rica","2011","2011",99.25812,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","CRI","Costa Rica","2018","2018",99.53,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TUN","Tunisia","2010","2010",96.09356,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TUN","Tunisia","2011","2011",96.31759,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TUN","Tunisia","2012","2012",95.71758,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TUN","Tunisia","2014","2014",95.80119,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","GRC","Greece","2011","2011",98.72913,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","GRC","Greece","2018","2018",99.26,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","LKA","Sri Lanka","2010","2010",98.58897,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","LKA","Sri Lanka","2016","2016",98.94489,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","LKA","Sri Lanka","2017","2017",99.14777,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","LKA","Sri Lanka","2018","2018",99.04459,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MMR","Myanmar","2016","2016",85.11967,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","VNM","Viet Nam","2018","2018",98.4081,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","IDN","Indonesia","2011","2011",98.7518,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","IDN","Indonesia","2014","2014",99.67883,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","IDN","Indonesia","2015","2015",99.63702,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","IDN","Indonesia","2016","2016",99.65351,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","IDN","Indonesia","2018","2018",99.69625,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","HTI","Haiti","2016","2016",82.63483,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ROU","Romania","2011","2011",98.99569,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ROU","Romania","2018","2018",99.42919,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","RUS","Russian Federation","2010","2010",99.75802,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","RUS","Russian Federation","2018","2018",99.74909,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BDI","Burundi","2014","2014",74.95891,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BDI","Burundi","2017","2017",85.61855,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","GAB","Gabon","2012","2012",87.38959,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","GAB","Gabon","2018","2018",88.14196,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","GNQ","Equatorial Guinea","2010","2010",97.96704,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BIH","Bosnia and Herzegovina","2011","2011",99.46231,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BIH","Bosnia and Herzegovina","2013","2013",99.66243,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ETH","Ethiopia","2017","2017",72.75482,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BGD","Bangladesh","2011","2011",76.4034,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BGD","Bangladesh","2012","2012",76.27631,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BGD","Bangladesh","2013","2013",84.0945,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BGD","Bangladesh","2014","2014",84.62868,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BGD","Bangladesh","2015","2015",86.18795,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BGD","Bangladesh","2016","2016",90.90535,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BGD","Bangladesh","2017","2017",91.54129,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BGD","Bangladesh","2018","2018",91.80372,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","THA","Thailand","2010","2010",96.59757,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","THA","Thailand","2013","2013",98.31388,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","THA","Thailand","2015","2015",98.14663,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","THA","Thailand","2018","2018",98.13717,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","NER","Niger","2012","2012",39.78773,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MEX","Mexico","2010","2010",98.43452,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MEX","Mexico","2011","2011",98.46177,"+","National Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MEX","Mexico","2012","2012",98.87542,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MEX","Mexico","2013","2013",98.5645,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MEX","Mexico","2014","2014",99.00004,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MEX","Mexico","2015","2015",98.94471,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MEX","Mexico","2016","2016",99.1162,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MEX","Mexico","2017","2017",99.12469,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MEX","Mexico","2018","2018",99.31845,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ARM","Armenia","2011","2011",99.87619,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ARM","Armenia","2017","2017",99.87416,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","PNG","Papua New Guinea","2010","2010",64.57,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","LBR","Liberia","2017","2017",45.63871,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","NPL","Nepal","2011","2011",89.88402,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","NPL","Nepal","2018","2018",94.03428,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","KWT","Kuwait","2010","2010",98.71821,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","KWT","Kuwait","2012","2012",98.83531,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","KWT","Kuwait","2013","2013",99.04067,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","KWT","Kuwait","2015","2015",99.40085,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","KWT","Kuwait","2017","2017",99.49922,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","KWT","Kuwait","2018","2018",99.50355,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","COL","Colombia","2010","2010",98.09842,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","COL","Colombia","2011","2011",98.23938,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","COL","Colombia","2014","2014",98.54095,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","COL","Colombia","2015","2015",98.53473,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","COL","Colombia","2016","2016",98.66831,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","COL","Colombia","2018","2018",98.85165,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MNE","Montenegro","2011","2011",99.05261,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MNE","Montenegro","2018","2018",98.97,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","DZA","Algeria","2018","2018",97.42652,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","AZE","Azerbaijan","2010","2010",99.96745,"+","National Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","AZE","Azerbaijan","2011","2011",99.95603,"+","National Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","AZE","Azerbaijan","2012","2012",99.955,"+","National Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","AZE","Azerbaijan","2013","2013",99.97687,"+","National Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","AZE","Azerbaijan","2014","2014",99.97624,"+","National Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","AZE","Azerbaijan","2015","2015",99.96367,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","AZE","Azerbaijan","2016","2016",99.96238,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","AZE","Azerbaijan","2017","2017",99.96065,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MLT","Malta","2011","2011",98.88194,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MLT","Malta","2018","2018",99.30071,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PER","Peru","2012","2012",98.67575,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PER","Peru","2014","2014",98.78966,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PER","Peru","2015","2015",98.7729,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PER","Peru","2016","2016",98.6722,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PER","Peru","2017","2017",98.85308,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PER","Peru","2018","2018",98.96697,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","UKR","Ukraine","2012","2012",99.98272,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PRY","Paraguay","2010","2010",98.61045,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PRY","Paraguay","2012","2012",98.17792,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PRY","Paraguay","2013","2013",98.89913,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PRY","Paraguay","2014","2014",98.7138,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PRY","Paraguay","2015","2015",98.6536,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PRY","Paraguay","2016","2016",98.4506,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PRY","Paraguay","2018","2018",98.28152,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","TGO","Togo","2011","2011",86.91668,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","TGO","Togo","2015","2015",89.67247,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","URY","Uruguay","2010","2010",99.22541,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","URY","Uruguay","2011","2011",99.12098,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","URY","Uruguay","2012","2012",99.29778,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","URY","Uruguay","2013","2013",99.31015,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","URY","Uruguay","2014","2014",99.39062,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","URY","Uruguay","2015","2015",99.22868,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","URY","Uruguay","2016","2016",99.4413,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","URY","Uruguay","2017","2017",99.31699,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","URY","Uruguay","2018","2018",99.16599,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","DZA","Algeria","2018","2018",97.59406,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MNG","Mongolia","2010","2010",98.46025,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MNG","Mongolia","2018","2018",98.63,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BFA","Burkina Faso","2014","2014",50.0963,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BFA","Burkina Faso","2018","2018",58.29,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SLV","El Salvador","2010","2010",96.38574,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SLV","El Salvador","2011","2011",96.94589,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SLV","El Salvador","2013","2013",97.50019,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SLV","El Salvador","2015","2015",98.43374,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SLV","El Salvador","2016","2016",98.27872,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SLV","El Salvador","2017","2017",98.14964,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SLV","El Salvador","2018","2018",98.21068,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ESP","Spain","2010","2010",99.59463,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ESP","Spain","2011","2011",99.6994,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ESP","Spain","2012","2012",99.67278,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ESP","Spain","2013","2013",99.66926,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ESP","Spain","2014","2014",99.72276,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ESP","Spain","2015","2015",99.65568,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ESP","Spain","2016","2016",99.62216,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ESP","Spain","2018","2018",99.71555,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","OMN","Oman","2010","2010",97.74373,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","OMN","Oman","2014","2014",99.09432,"+","National Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","OMN","Oman","2015","2015",99.15373,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","OMN","Oman","2016","2016",98.70356,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","OMN","Oman","2017","2017",98.66244,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","OMN","Oman","2018","2018",98.61783,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BEN","Benin","2012","2012",40.93838,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BEN","Benin","2018","2018",51.94362,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MAR","Morocco","2011","2011",81.51007,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MAR","Morocco","2012","2012",91.22096,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MAR","Morocco","2018","2018",97.73,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BIH","Bosnia and Herzegovina","2011","2011",99.75125,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BIH","Bosnia and Herzegovina","2013","2013",99.65765,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MYS","Malaysia","2010","2010",98.38104,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MYS","Malaysia","2016","2016",97.39067,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MYS","Malaysia","2017","2017",97.12167,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MYS","Malaysia","2018","2018",96.69582,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MWI","Malawi","2010","2010",69.98174,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MWI","Malawi","2014","2014",73.33242,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MWI","Malawi","2015","2015",73.3858,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","LAO","Lao People's Democratic Republic","2011","2011",72.05623,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","LAO","Lao People's Democratic Republic","2015","2015",92.46264,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","JOR","Jordan","2010","2010",98.75873,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","JOR","Jordan","2011","2011",99.05083,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","JOR","Jordan","2012","2012",99.00204,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","JOR","Jordan","2018","2018",99.19612,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","VNM","Viet Nam","2018","2018",98.46012,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","IND","India","2011","2011",86.14488,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","IND","India","2018","2018",91.66404,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","CHL","Chile","2011","2011",99.60537,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","CHL","Chile","2013","2013",99.08694,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","CHL","Chile","2015","2015",99.44056,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","CHL","Chile","2017","2017",99.01156,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","CHN","China","2010","2010",99.68962,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","CHN","China","2018","2018",99.78379,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","LSO","Lesotho","2014","2014",86.6322,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","NER","Niger","2012","2012",48.55718,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PAN","Panama","2010","2010",97.33687,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PAN","Panama","2018","2018",98.87429,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","WSM","Samoa","2011","2011",99.45804,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","WSM","Samoa","2018","2018",99.43575,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","THA","Thailand","2010","2010",96.64255,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","THA","Thailand","2013","2013",97.97784,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","THA","Thailand","2015","2015",98.00288,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","THA","Thailand","2018","2018",97.69088,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","COD","Democratic Republic of the Congo","2012","2012",83.59755,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","COD","Democratic Republic of the Congo","2016","2016",84.98951,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TZA","United Republic of Tanzania","2010","2010",72.771,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TZA","United Republic of Tanzania","2012","2012",84.84802,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TZA","United Republic of Tanzania","2015","2015",84.6408,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","AGO","Angola","2014","2014",84.86238,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ETH","Ethiopia","2017","2017",73.52072,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BRB","Barbados","2014","2014",99.9,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SAU","Saudi Arabia","2013","2013",99.13699,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SAU","Saudi Arabia","2017","2017",99.28044,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","HND","Honduras","2010","2010",95.15069,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","HND","Honduras","2011","2011",95.925,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","HND","Honduras","2012","2012",94.98095,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","HND","Honduras","2013","2013",95.06649,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","HND","Honduras","2014","2014",95.67707,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","HND","Honduras","2015","2015",96.00751,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","HND","Honduras","2016","2016",96.12654,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","HND","Honduras","2018","2018",96.51584,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","DOM","Dominican Republic","2010","2010",97.88349,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","DOM","Dominican Republic","2011","2011",98.05375,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","DOM","Dominican Republic","2012","2012",97.76923,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","DOM","Dominican Republic","2013","2013",98.25252,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","DOM","Dominican Republic","2014","2014",98.04481,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","DOM","Dominican Republic","2015","2015",98.03096,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","DOM","Dominican Republic","2016","2016",98.86737,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","UZB","Uzbekistan","2013","2013",100,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","UZB","Uzbekistan","2014","2014",99.99997,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","UZB","Uzbekistan","2015","2015",99.99996,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","UZB","Uzbekistan","2016","2016",100,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","UZB","Uzbekistan","2018","2018",99.99996,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SEN","Senegal","2011","2011",73.96651,,
